CSD refcode,CIF filename,original crystal system,Sohncke space group,Percentage void space,Charged framework,Hydrogen added,Unreliable chemistry
FIFMIS,fifmis_P1,hexagonal,Yes,21.536,-,-,-
FIFMIS01,fifmis01_P1,hexagonal,Yes,22.007,-,-,-
FIFMOX,fifmox_P1,orthorhombic,-,37.902,-,-,-
FIFMOY,fifmoy_P1,hexagonal,Yes,21.538,-,-,-
FIFMUD,fifmud_P1,orthorhombic,-,40.861,-,-,-
FIFMUE,fifmue_P1,hexagonal,Yes,23.344,-,-,-
FIFNUE,fifnue_P1_H,monoclinic,-,24.183,-,Yes,-
FIFNUE01,fifnue01_P1,monoclinic,-,23.547,-,-,-
FIFPAM,fifpam_P1,monoclinic,-,22.409,-,-,-
FIFPAM01,fifpam01_P1,monoclinic,-,24.895,-,-,-
FIFPOA,fifpoa_P1_H,orthorhombic,-,10.462,-,Yes,Yes
FIGQUJ,figquj_P1,triclinic,-,16.319,-,-,-
FIGXAW,figxaw_P1,monoclinic,-,23.857,-,-,-
FIHFAF,fihfaf_P1,triclinic,-,28.467,-,-,-
FIHLOZ,fihloz_P1,monoclinic,-,20.046,-,-,-
FIHLUF,fihluf_P1,triclinic,-,22.606,-,-,-
FIHRIZ,fihriz_P1,monoclinic,-,49.114,-,-,-
FIJCUX,fijcux_P1,monoclinic,-,46.812,-,-,-
FIJCUX01,fijcux01_P1,monoclinic,-,48.183,-,-,-
FIJDAE,fijdae_P1,monoclinic,-,22.646,-,-,-
FIJDEI,fijdei_P1_charged,monoclinic,-,16.731,Yes,-,-
FIJFUA,fijfua_P1,triclinic,-,16.384,-,-,-
FIJNAQ,fijnaq_P1,monoclinic,-,27.542,-,-,-
FIJNEU,fijneu_P1,monoclinic,-,27.361,-,-,-
FIJNIY,fijniy_P1,monoclinic,-,26.893,-,-,-
FIJRAS,fijras_P1,orthorhombic,-,14.689,-,-,-
FIJREW,fijrew_P1,monoclinic,-,16.195,-,-,-
FILBAG,filbag_P1_charged,cubic,Yes,77.003,Yes,-,Yes
FILGUE,filgue_P1_charged,trigonal,-,35.393,Yes,-,-
FILTAY,filtay_P1,hexagonal,Yes,51.173,-,-,-
FILTEC,filtec_P1,monoclinic,-,48.82,-,-,-
FILTIG,filtig_P1,monoclinic,-,61.304,-,-,-
FILYEG,filyeg_P1_H,monoclinic,-,47.905,-,Yes,-
FIMXUW,fimxuw_P1,monoclinic,-,14.365,-,-,-
FIMYUX,fimyux_P1_charged,cubic,-,25.365,Yes,-,-
FIMZAE,fimzae_P1_charged,cubic,-,20.508,Yes,-,-
FINFUG,finfug_P1_charged,cubic,-,69.999,Yes,-,-
FIPKOG,fipkog_P1_charged,triclinic,-,20.607,Yes,-,-
FIPKOG01,fipkog01_P1,triclinic,-,20.62,-,-,-
FIPKUM,fipkum_P1_charged,triclinic,-,17.804,Yes,-,-
FIPWOS,fipwos_P1,monoclinic,Yes,29.188,-,-,-
FIPWUY,fipwuy_P1,monoclinic,Yes,27.42,-,-,-
FIPXAF,fipxaf_P1,monoclinic,Yes,24.732,-,-,-
FIPXEJ,fipxej_P1,monoclinic,Yes,24.312,-,-,-
FIQCEN,fiqcen_P1_H,cubic,-,64.66,-,Yes,Yes
FIQDAN,fiqdan_P1,triclinic,-,42.377,-,-,-
FIQKIC,fiqkic_P1,hexagonal,Yes,25.474,-,-,-
FIQWAG,fiqwag_P1,tetragonal,-,11.494,-,-,-
FIQWIO,fiqwio_P1,tetragonal,-,11.631,-,-,-
FIQWOU,fiqwou_P1,tetragonal,-,12.906,-,-,-
FIQYOU,fiqyou_P1,monoclinic,-,25.387,-,-,-
FIQYOV,fiqyov_P1,monoclinic,-,11.69,-,-,-
FIQYOV01,fiqyov01_P1,monoclinic,-,10.5,-,-,-
FIQYUA,fiqyua_P1,monoclinic,-,24.79,-,-,-
FIQZAH,fiqzah_P1,monoclinic,-,24.902,-,-,-
FIRMUQ,firmuq_P1,trigonal,Yes,57.603,-,-,-
FIRNAX,firnax_P1,trigonal,Yes,59.67,-,-,-
FIRNAX01,firnax01_P1,trigonal,Yes,60.649,-,-,-
FIRNIF,firnif_P1,trigonal,Yes,60.354,-,-,-
FIRNOL,firnol_P1,trigonal,Yes,56.138,-,-,-
FIRNUR,firnur_P1,trigonal,Yes,59.309,-,-,-
FIRPAZ,firpaz_P1,trigonal,Yes,61.613,-,-,-
FIRTIL,firtil_P1,trigonal,-,23.925,-,-,-
FISCUI,fiscui_P1_H,cubic,-,48.55,-,Yes,-
FISGOF,fisgof_P1,rhombohedral,-,79.165,-,-,Yes
FISJEZ,fisjez_P1,triclinic,-,28.367,-,-,-
FISMUS,fismus_P1,orthorhombic,-,45.532,-,-,-
FISNUT,fisnut_P1,triclinic,-,23.316,-,-,-
FISPIH,fispih_P1,monoclinic,-,27.977,-,-,-
FISQEG,fisqeg_P1,monoclinic,Yes,18.614,-,-,-
FISQIK,fisqik_P1,rhombohedral,-,53.446,-,-,-
FISQOQ,fisqoq_P1_charged,hexagonal,-,24.646,Yes,-,-
FISQUW,fisquw_P1,hexagonal,-,28.72,-,-,-
FISVEL,fisvel_P1_charged,hexagonal,-,27.353,Yes,-,-
FITCUJ,fitcuj_P1,monoclinic,Yes,37.577,-,-,-
FITDAQ,fitdaq_P1,monoclinic,Yes,33.623,-,-,-
FITDEU,fitdeu_P1,monoclinic,Yes,35.688,-,-,-
FITDOE,fitdoe_P1,monoclinic,Yes,31.464,-,-,-
FITDUK,fitduk_P1,monoclinic,Yes,35.495,-,-,-
FITFEW,fitfew_P1,monoclinic,Yes,28.832,-,-,-
FITFIA,fitfia_P1,monoclinic,Yes,28.65,-,-,-
FITFIA01,fitfia01_P1,monoclinic,Yes,28.348,-,-,-
FITFUM,fitfum_P1,monoclinic,Yes,36.22,-,-,-
FITGAT,fitgat_P1,monoclinic,Yes,28.938,-,-,-
FITGEW,fitgew_P1,rhombohedral,-,31.544,-,-,-
FITHAS,fithas_P1_charged,monoclinic,-,30.981,Yes,-,-
FITJAU,fitjau_P1_charged_H,monoclinic,-,18.081,Yes,Yes,Yes
FITJEY,fitjey_P1_charged_H,monoclinic,-,17.568,Yes,Yes,Yes
FIVNAZ,fivnaz_P1,monoclinic,-,20.748,-,-,-
FIVSAH,fivsah_P1_charged,triclinic,-,31.96,Yes,-,-
FIVTUC,fivtuc_P1_charged,cubic,-,22.462,Yes,-,-
FIVYER,fivyer_P1,triclinic,-,38.394,-,-,-
FIVYUF,fivyuf_P1,monoclinic,-,16.803,-,-,-
FIWGEA,fiwgea_P1,triclinic,-,37.006,-,-,-
FIWGEA01,fiwgea01_P1,triclinic,-,37.006,-,-,-
FIWNOR,fiwnor_P1,triclinic,-,30.555,-,-,-
FIWPIN,fiwpin_P1,triclinic,-,38.615,-,-,-
FIWYUI,fiwyui_P1,monoclinic,-,39.201,-,-,-
FIXKEF,fixkef_P1,monoclinic,-,17.959,-,-,-
FIXLAC,fixlac_P1_charged_H,monoclinic,Yes,30.771,Yes,Yes,-
FIXTIS,fixtis_P1,triclinic,-,15.538,-,-,-
FIXVIU,fixviu_P1,monoclinic,-,34.434,-,-,-
FIXVUE,fixvue_P1_H,cubic,Yes,46.87,-,Yes,-
FIYDOH,fiydoh_P1_H,monoclinic,-,14.175,-,Yes,Yes
FIYQUC,fiyquc_P1,triclinic,-,29.925,-,-,-
FIYRAJ,fiyraj_P1,triclinic,-,33.113,-,-,-
FIYSAK,fiysak_P1_H,tetragonal,-,43.515,-,Yes,-
FIZGUT,fizgut_P1,tetragonal,-,24.914,-,-,-
FIZKEH,fizkeh_P1,monoclinic,-,32.752,-,-,-
FIZPOV,fizpov_P1,monoclinic,-,47.683,-,-,Yes
FIZPUB,fizpub_P1,monoclinic,-,60.446,-,-,Yes
FIZQAI,fizqai_P1,monoclinic,-,60.143,-,-,Yes
FIZVOC,fizvoc_P1,orthorhombic,-,30.394,-,-,-
FIZWAP,fizwap_P1,tetragonal,Yes,47.58,-,-,-
FIZWET,fizwet_P1,tetragonal,Yes,47.445,-,-,-
FIZWIX,fizwix_P1,orthorhombic,-,27.355,-,-,-
FIZXAQ,fizxaq_P1,monoclinic,-,20.728,-,-,-
FIZXIY,fizxiy_P1,tetragonal,-,49.137,-,-,-
FIZXOE,fizxoe_P1,tetragonal,-,48.823,-,-,-
FIZXUK,fizxuk_P1,tetragonal,-,36.113,-,-,-
FIZYAQ,fizyaq_P1,monoclinic,-,27.582,-,-,-
FIZYAR,fizyar_P1,tetragonal,-,38.151,-,-,-
FOBCEG,fobceg_P1,monoclinic,-,26.317,-,-,-
FOBCIK,fobcik_P1,monoclinic,-,27.41,-,-,-
FOBNAN,fobnan_P1,monoclinic,-,48.725,-,-,-
FOCJAL,focjal_P1,orthorhombic,-,45.394,-,-,-
FOCLUH,focluh_P1,tetragonal,-,17.791,-,-,-
FOCYUT,focyut_P1,triclinic,-,23.312,-,-,-
FOCZAA,foczaa_P1,triclinic,-,26.035,-,-,-
FODCOS,fodcos_P1,monoclinic,-,21.696,-,-,-
FODJAL,fodjal_P1,monoclinic,-,37.564,-,-,-
FOFCOU,fofcou_P1,triclinic,-,26.082,-,-,-
FOFCUA,fofcua_P1,triclinic,-,23.821,-,-,-
FOFDUC,fofduc_P1_H,tetragonal,-,13.83,-,Yes,Yes
FOFTIF,foftif_P1,triclinic,-,41.561,-,-,-
FOFTUR,foftur_P1,triclinic,-,42.529,-,-,-
FOGGEQ,foggeq_P1_H,trigonal,-,39.214,-,Yes,-
FOHLAS,fohlas_P1,monoclinic,-,39.65,-,-,-
FOJBIR,fojbir_P1_charged,triclinic,-,17.961,Yes,-,-
FOJKIA,fojkia_P1,monoclinic,-,35.078,-,-,-
FOJKOG,fojkog_P1_charged_H,monoclinic,-,28.009,Yes,Yes,-
FOJLOH,fojloh_P1,monoclinic,-,49.28,-,-,-
FOJPEB,fojpeb_P1,orthorhombic,-,23.31,-,-,-
FOJRAA,fojraa_P1,monoclinic,-,48.844,-,-,-
FOJVUX,fojvux_P1,triclinic,-,15.011,-,-,-
FOJYOU,fojyou_P1,triclinic,-,17.13,-,-,-
FOKGET,fokget_P1,monoclinic,-,11.349,-,-,-
FOKLID,foklid_P1,triclinic,-,10.183,-,-,-
FOKWIN,fokwin_P1,tetragonal,-,18.439,-,-,-
FOKYEL,fokyel_P1,triclinic,-,24.625,-,-,-
FOKYIP,fokyip_P1,monoclinic,-,10.02,-,-,-
FOMJOJ,fomjoj_P1,monoclinic,-,31.663,-,-,-
FOMJUP,fomjup_P1,monoclinic,-,29.995,-,-,-
FOMWOV,fomwov_P1_charged,monoclinic,-,44.484,Yes,-,-
FONKEA,fonkea_P1,monoclinic,-,16.423,-,-,-
FONPUV,fonpuv_P1,orthorhombic,-,24.446,-,-,-
FONPUW,fonpuw_P1,triclinic,-,42.335,-,-,-
FONQAD,fonqad_P1,monoclinic,-,51.078,-,-,-
FOPBET,fopbet_P1_H,monoclinic,-,13.621,-,Yes,-
FOPGUP,fopgup_P1,monoclinic,-,10.857,-,-,-
FOPPAE,foppae_P1,triclinic,-,23.708,-,-,-
FOPPEI,foppei_P1_H,orthorhombic,-,23.364,-,Yes,-
FOPWEO,fopweo_P1,monoclinic,-,32.058,-,-,-
FOQPAF,foqpaf_P1,cubic,-,49.286,-,-,-
FORHAY,forhay_P1,tetragonal,-,23.766,-,-,Yes
FORKUU,forkuu_P1,tetragonal,-,68.135,-,-,-
FORPIM,forpim_P1_charged,monoclinic,-,41.664,Yes,-,-
FORQIN,forqin_P1_charged,monoclinic,-,41.669,Yes,-,-
FORTIR,fortir_P1_H,orthorhombic,Yes,48.999,-,Yes,Yes
FOTNIN,fotnin_P1_H,cubic,-,89.357,-,Yes,Yes
FOVBAW,fovbaw_P1,monoclinic,-,37.412,-,-,-
FOVDIG,fovdig_P1,monoclinic,-,21.192,-,-,-
FOVPEN,fovpen_P1_charged,monoclinic,-,19.718,Yes,-,-
FOVPOX,fovpox_P1_H,orthorhombic,-,28.831,-,Yes,-
FOVPUD,fovpud_P1_H,orthorhombic,-,29.746,-,Yes,-
FOXNIQ,foxniq_P1_H,triclinic,-,17.509,-,Yes,-
FOZCAA,fozcaa_P1,trigonal,Yes,12.315,-,-,-
FUBMAT,fubmat_P1,monoclinic,-,54.945,-,-,-
FUBNIB,fubnib_P1,monoclinic,-,14.269,-,-,-
FUBNOH,fubnoh_P1,monoclinic,-,24.835,-,-,-
FUBTUT,fubtut_P1,monoclinic,-,39.076,-,-,-
FUDGES,fudges_P1,monoclinic,-,36.12,-,-,-
